iter	Passed	Remaining
516	149552	139716
517	149875	139459
518	150188	139191
519	150521	138942
520	150830	138671
521	151109	138372
522	151391	138076
523	151697	137801
524	151998	137522
525	152264	137212
526	152528	136899
527	152804	136597
528	153080	136296
529	153374	136011
530	153654	135713
531	153931	135413
532	154197	135104
533	154453	134785
534	154720	134476
535	154989	134170
536	155255	133860
537	155554	133580
538	155827	133277
539	156103	132976
540	156372	132671
541	156637	132361
542	156913	132062
543	157184	131757
544	157455	131453
545	157732	131154
546	158043	130884
547	158363	130620
548	158648	130328
549	158918	130024
550	159191	129722
551	159464	129420
552	159735	129116
553	160007	128814
554	160297	128526
555	160591	128242
556	160873	127947
557	161159	127656
558	161435	127358
559	161711	127058
560	161982	126756
561	162252	126453
562	162515	126144
563	162786	125842
564	163066	125546
565	163345	125250
566	163621	124952
567	163891	124650
568	164163	124348
569	164431	124044
570	164726	123761
571	164991	123454
572	165258	123150
573	165524	122845
574	165790	122540
575	166060	122239
576	166323	121931
577	166600	121635
578	166898	121354
579	167270	121126
580	167632	120891
581	167993	120654
582	168311	120387
583	168595	120095
584	168879	119803
585	169160	119508
586	169470	119235
587	169775	118958
588	170077	118678
589	170358	118385
590	170648	118097
591	170950	117817
592	171231	117523
593	171517	117232
594	171796	116937
595	172062	116633
596	172381	116364
597	172664	116072
598	172956	115785
599	173246	115497
600	173525	115202
601	173796	114901
602	174087	114615
603	174366	114319
604	174635	114018
605	174912	113721
606	175188	113425
607	175463	113128
608	175731	112826
609	176004	112527
610	176262	112219
611	176529	111917
612	176796	111615
613	177075	111320
614	177338	111016
615	177606	110715
616	177872	110413
617	178135	110109
618	178403	109808
619	178670	109507
620	178935	109205
621	179210	108909
622	179481	108610
623	179744	108307
624	180027	108016
625	180298	107718
626	180579	107425
627	180847	107126
628	181122	106830
629	181402	106537
630	181696	106253
631	182010	105980
632	182290	105688
633	182571	105396
634	182842	105098
635	183112	104800
636	183386	104504
637	183652	104204
638	183921	103905
639	184196	103610
640	184461	103310
641	184736	103015
642	185006	102717
643	185276	102420
644	185558	102129
645	185826	101830
646	186096	101533
647	186365	101235
648	186657	100950
649	186993	100689
650	187351	100438
651	187653	100158
652	187928	99863
653	188198	99566
654	188475	99273
655	188744	98975
656	189019	98681
657	189298	98389
658	189581	98099
659	189849	97801
660	190131	97510
661	190405	97215
662	190681	96922
663	190954	96627
664	191221	96329
665	191490	96032
666	191773	95742
667	192119	95484
668	192393	95190
669	192669	94897
670	192941	94601
671	193215	94307
672	193486	94012
673	193758	93717
674	194029	93421
675	194300	93126
676	194566	92828
677	194832	92531
678	195093	92231
679	195358	91933
680	195622	91635
681	195904	91345
682	196200	91062
683	196479	90771
684	196776	90488
685	197069	90203
686	197407	89939
687	197726	89666
688	198061	89400
689	198364	89120
690	198675	88843
691	198967	88557
692	199259	88272
693	199581	87999
694	199877	87715
695	200195	87441
696	200461	87144
697	200736	86851
698	201015	86560
699	201349	86292
700	201643	86007
701	201963	85733
702	202278	85457
703	202551	85163
704	202830	84872
705	203113	84582
706	203392	84291
707	203671	83999
708	203971	83717
709	204272	83435
710	204554	83145
711	204846	82859
712	205127	82568
713	205410	82279
714	205684	81985
715	205963	81695
716	206237	81401
717	206520	81112
718	206796	80820
719	207090	80535
720	207423	80265
721	207723	79982
722	208019	79697
723	208320	79414
724	208628	79135
725	208931	78852
726	209248	78576
727	209553	78294
728	209863	78015
729	210156	77729
730	210461	77447
731	210768	77166
732	211074	76885
733	211361	76596
734	211659	76312
735	211958	76028
736	212311	75763
737	212665	75499
738	212989	75223
739	213283	74937
740	213559	74644
741	213849	74357
742	214150	74073
743	214452	73790
744	214755	73507
745	215051	73221
746	215348	72936
747	215641	72649
748	215942	72365
749	216244	72081
750	216548	71798
751	216865	71519
752	217192	71243
753	217505	70963
754	217810	70680
755	218108	70394
756	218408	70110
757	218719	69828
758	219038	69549
759	219352	69269
760	219664	68987
761	219974	68705
762	220282	68423
763	220586	68139
764	220901	67858
765	221212	67576
766	221525	67295
767	221825	67009
768	222118	66722
769	222418	66436
770	222741	66157
771	223111	65892
772	223436	65614
773	223736	65328
774	224041	65044
775	224347	64760
776	224650	64474
777	224955	64190
778	225264	63906
779	225575	63623
780	225891	63342
781	226215	63062
782	226529	62780
783	226835	62495
784	227149	62212
785	227475	61933
786	227805	61655
787	228133	61376
788	228442	61091
789	228785	60816
790	229132	60541
791	229476	60266
792	229806	59987
793	230127	59705
794	230455	59425
795	230776	59143
796	231087	58859
797	231409	58577
798	231756	58301
799	232078	58019
800	232515	57765
801	232938	57508
802	233303	57236
803	233696	56970
804	234045	56694
805	234365	56410
806	234694	56128
807	235010	55844
808	235309	55555
809	235644	55274
810	235970	54991
811	236236	54695
812	236505	54399
813	236778	54104
814	237115	53823
815	237418	53535
816	237684	53239
817	237958	52944
818	238225	52648
819	238502	52354
820	238799	52064
821	239119	51780
822	239428	51493
823	239699	51197
824	240016	50912
825	240350	50630
826	240668	50345
827	240981	50058
828	241257	49764
829	241536	49471
830	241817	49178
831	242092	48884
832	242364	48589
833	242634	48294
834	242916	48001
835	243191	47707
836	243478	47415
837	243741	47119
838	244015	46825
839	244273	46528
840	244545	46233
841	244817	45939
842	245091	45645
843	245356	45350
844	245652	45060
845	245985	44777
846	246289	44489
847	246608	44203
848	246902	43913
849	247216	43626
850	247515	43336
851	247832	43050
852	248139	42762
853	248477	42479
854	248776	42190
855	249094	41903
856	249421	41618
857	249742	41332
858	250032	41041
859	250336	40752
860	250630	40461
861	250927	40171
862	251232	39882
863	251539	39594
864	251849	39305
865	252156	39017
866	252462	38728
867	252756	38437
868	253066	38149
869	253387	37862
870	253693	37573
871	254008	37285
872	254350	37001
873	254693	36717
874	254994	36427
875	255311	36140
876	255623	35851
877	255939	35563
878	256253	35275
879	256583	34988
880	256907	34701
881	257212	34411
882	257517	34121
883	257814	33830
884	258127	33541
885	258445	33253
886	258750	32963
887	259060	32674
888	259376	32385
889	259686	32096
890	259993	31806
891	260311	31517
892	260625	31228
893	260981	30944
894	261312	30656
895	261630	30367
896	261931	30076
897	262241	29786
898	262549	29496
899	262861	29206
900	263181	28917
901	263486	28627
902	263809	28338
903	264110	28047
904	264417	27756
905	264718	27465
906	265022	27174
907	265320	26882
908	265612	26590
909	265923	26300
910	266223	26008
911	266530	25717
912	266830	25426
913	267170	25138
914	267466	24846
915	267769	24555
916	268064	24263
917	268369	23971
918	268696	23682
919	269084	23398
920	269530	23119
921	269874	22831
922	270190	22540
923	270504	22249
924	270823	21958
925	271149	21668
926	271476	21378
927	271816	21089
928	272138	20798
929	272446	20506
930	272764	20215
931	273064	19923
932	273370	19631
933	273678	19339
934	273978	19046
935	274285	18754
936	274583	18461
937	274885	18169
938	275186	17876
939	275491	17584
940	275784	17291
941	276082	16998
942	276399	16707
943	276701	16414
944	277012	16122
945	277314	15829
946	277621	15537
947	277989	15248
948	278311	14956
949	278674	14667
950	279023	14376
951	279339	14084
952	279650	13791
953	279959	13499
954	280268	13206
955	280584	12913
956	280890	12620
957	281221	12329
958	281550	12037
959	281864	11744
960	282169	11451
961	282465	11157
962	282767	10864
963	283065	10570
964	283377	10277
965	283697	9985
966	283993	9691
967	284297	9398
968	284597	9104
969	284903	8811
970	285206	8518
971	285513	8224
972	285833	7931
973	286140	7638
974	286437	7344
975	286740	7051
976	287036	6757
977	287348	6463
978	287704	6171
979	287999	5877
980	288301	5583
981	288601	5290
982	288892	4996
983	289187	4702
984	289494	4408
985	289801	4114
986	290106	3821
987	290405	3527
988	290718	3233
989	291024	2939
990	291332	2645
991	291628	2351
992	291946	2058
993	292300	1764
994	292622	1470
995	292949	1176
996	293265	882
997	293589	588
998	293907	294
999	294228	0
